uid,article_links,body,title,newspaper_uid,host,n_tokens_title,n_tokens_body
8ed446fd858777570b053dd4a65023e8,https://www.eluniversal.com.mx/destinos,destinos,National Geographic estrenará barco de crucero para viajar a regiones polares,eluniversal,www.eluniversal.com.mx,8,1
b80ff7223db9dc096a9492a1f3908331,https://www.eluniversal.com.mx/cartera/telefonicas-amplian-vigencia-de-plan-de-emergencia-ante-covid-19,Las empresas de telefonía celular ampliarán la vigencia del plan de emergenciade prepago que incluye 100 minutos de llamadas y 150 mensajes de texto SMS.,Telefónicas amplían vigencia de plan de emergencia ante Covid-19,eluniversal,www.eluniversal.com.mx,5,12
ee15d0641d80d4c64df6ee7fb94c64fb,https://www.eluniversal.com.mx/cartera/por-restricciones-ya-no-hay-inventario-de-cerveza-en-mercado-mexicano-advierten,"Ante las restricciones para producir cerveza en México y elevado consumo que se tuvo en Semana Santa y Pascua, prácticamente se ha agotado el inventario en el mercado, dijo Ab Inbev, propietaria de Grupo Modelo y el mayor productor de cerveza en el mundo.","Por restricciones, ya no hay inventario de cerveza en mercado mexicano, advierten",eluniversal,www.eluniversal.com.mx,6,23
ee7a1e3936a12d6a37b29aea2ca0bb78,https://www.eluniversal.com.mx/estados/eres-una-guerrera-asi-aplauden-enfermera-que-supero-el-covid-en-tamaulipas,"Reynosa, Tamaulipas.- Entre aplausos, Aydeé Vazquez Martínez, salió del Hospital 270 del Instituto Mexicano del Seguro Social, tras ganarle la batalla al Coronavirus.","""¡Eres una guerrera!"", así aplauden a enfermera que superó el Covid en Tamaulipas",eluniversal,www.eluniversal.com.mx,7,15
1527efedddeb156e1e63831c60986e66,https://www.eluniversal.com.mx/estados/policia-comunitaria-en-guerrero-toma-las-armas-contra-el-covid-19," Chilpancingo. ¿Qué pasaría si llega el coronavirus a pueblos de La Montaña de Guerrero? Sería devastador, dice Balbino Amado Solano, coordinador de la Policía Comunitaria de la Coordinadora Regional de Autoridades Comunitarias (CRAC) de San Miguel del Progreso, Malinaltepec.",Policía Comunitaria en Guerrero toma las armas contra el Covid-19 ,eluniversal,www.eluniversal.com.mx,5,23
fa23fe1b36c6106567b8c4e7aba18b07,https://www.eluniversal.com.mx/menu/el-iconico-restaurante-sir-winston-churchills-cerro-sus-puertas,"De acuerdo con fuentes cercanas al restaurante Sir Winston Churchills, el local de comida británica situado en Polanco cerró sus puertas tras 48 años de servir gastronomía inglesa. ",Sir Winston Churchill's cierra sus puertas ,eluniversal,www.eluniversal.com.mx,5,18
eb0929f464fc8538547c855cfe559f0c,https://www.eluniversal.com.mx/metropoli/cdmx/no-se-esconden-datos-de-muertes-por-covid-19-en-cdmx-sheinbaum,"La jefa de Gobierno de la Ciudad de México, Claudia Sheinbaum, aseguró que hay certeza de que no se esconderán datos sobre los muertos en la capital por Covid-19, y aseguró que un comité técnico es el que ha determinado si se trata de fallecimientos por enfermedades respiratorias o por sospecha de este virus.",No se esconden datos de muertes por Covid-19 en CDMX: Sheinbaum ,eluniversal,www.eluniversal.com.mx,5,23
33d884156c303f43c8e4d861d9bb9b08,https://www.eluniversal.com.mx/techbit/resena-probamos-la-huawei-matebook-13,"Hoy más que nunca el tener un dispositivo de cómputo lo suficientemente potente para realizar casi cualquier tarea, por demandante que resulte, es una necesidad primaria. También es imprescindible disponer de dispositivos portátiles, que lo mismo se puedan utilizar en el escritorio de la oficina que sobre las piernas, mientras se está en el sofá de la casa.   Un dispositivo que satisface estas necesidades es la Huawei MateBook 13, la cual, como se indica en su nombre, tiene una pantalla de 13 pulgadas que destaca por su resolución 2K.",Probamos la Huawei MateBook 13,eluniversal,www.eluniversal.com.mx,3,39
1e6ab48bbef776f677ef7b0b8b6f92ff,https://www.eluniversal.com.mx/estados/granizo-y-hasta-un-mini-tornado-dejan-destrozos-en-nuevo-leon,"Monterrey, NL, 8 de mayo- Fuertes lluvias acompañadas de granizo, descargas eléctricas, rachas de viento de hasta 115 kilómetros por hora y un mini tornado que causó destrozos en Apodaca, se presentaron este viernes por la tarde en municipios del norte del estado y  la zona metropolitana.",Granizo y hasta un tornado dejan destrozos en Nuevo León,eluniversal,www.eluniversal.com.mx,6,24
224fe7527418e8ba1d808f4f1c241a95,https://www.eluniversal.com.mx/espectaculos/musica-entre-brothers-el-evento-virtual-de-musica-mas-esperado,"Si pensaste que el confinamiento había terminado con nuestros conciertos, te tenemos excelentes noticias, ¡no todo está perdido!... pues resulta que, algunos artistas en todo el mundo han dado shows de manera virtual y en esta ocasión tendremos la oportunidad de disfrutar de Música entre Brothers"".","Música entre Brothers, el evento virtual de música más esperado",eluniversal,www.eluniversal.com.mx,6,20
d3e97c06f5e672875e05ced253fd266f,https://www.eluniversal.com.mx/nacion/amlo-pide-festejar-dia-de-las-madres-con-sana-distancia,"A dos días de que se celebre el Día de las Madres, el presidente Andrés Manuel López Obrador pidió a la población seguir las recomendaciones de sana distancia y no festejar de manera física a las madres, sino grabándoles un mensaje para evitar contagios por Covid-19.",AMLO pide festejar Día de las Madres con sana distancia,eluniversal,www.eluniversal.com.mx,7,25
